Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:22:28:23.432,61,0.0000000000,0.0079219025,0.0000000000,0.3480627835,0.0000000000,0.0000000000,0.1991864592,0.0000000000,0.0061617196,0.4413401783,0.0000000000,0.0000000000,0.0000000000,0.2008294612,0.0000000000,0.0000000000,0.0117309364,0.0000000000,0.0000000000,0.0021235442,0.0334650502,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0730095431,0.0839254782,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0482304394,0.0500499196,0.0045130677,0.0016540528,0.0000000000,0.0000000000,0.0029105472,0.0030512814,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015534223,0.0016798830,0.0014838914,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2623167932,0.0055947490,-0.0145649677,-0.2755934000,0.0055973493,-0.0149836494
21:22:28:24.434,61,0.0000000000,0.0111148534,0.0000000000,0.3495532870,0.0000000000,0.0000000000,0.1989359558,0.0000000000,0.0092967618,0.4428598285,0.0000000000,0.0000000000,0.0000000000,0.2005669624,0.0000000000,0.0000000000,0.0116541805,0.0000000000,0.0000000000,0.0020685820,0.0333533324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0733624324,0.0841807052,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0480690822,0.0499179997,0.0044046477,0.0015227047,0.0000000000,0.0000000000,0.0028578835,0.0030023190,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015212249,0.0015794460,0.0014126301,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2631924450,0.0074369609,-0.0151205361,-0.2764809728,0.0074397400,-0.0154232243
21:22:28:25.435,61,0.0000000000,0.0078812866,0.0000000000,0.3524489403,0.0000000000,0.0000000000,0.1987733990,0.0000000000,0.0061077848,0.4456067383,0.0000000000,0.0000000000,0.0000000000,0.2003928721,0.0000000000,0.0000000000,0.0116080353,0.0000000000,0.0000000000,0.0020471294,0.0333788805,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0736895949,0.0843869075,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0480367094,0.0498928465,0.0043411893,0.0014325355,0.0000000000,0.0000000000,0.0028288616,0.0029730150,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015083117,0.0015055100,0.0013664386,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2648529708,0.0056039765,-0.0147039173,-0.2782688737,0.0056065507,-0.0151319932
21:22:28:26.438,61,0.0000000000,0.0107974242,0.0000000000,0.3530085981,0.0000000000,0.0000000000,0.1985642612,0.0000000000,0.0089734690,0.4462035596,0.0000000000,0.0000000000,0.0000000000,0.2001717091,0.0000000000,0.0000000000,0.0116141066,0.0000000000,0.0000000000,0.0020453897,0.0335950851,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0740761012,0.0846725851,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0480735563,0.0499227606,0.0043000290,0.0013645868,0.0000000000,0.0000000000,0.0028154512,0.0029607816,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015122180,0.0014404159,0.0013274165,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2651824057,0.0072813816,-0.0151878186,-0.2785903513,0.0072841197,-0.0155090708
21:22:28:27.439,61,0.0000000000,0.0131168608,0.0000000000,0.3521703184,0.0000000000,0.0000000000,0.1988723129,0.0000000000,0.0112570478,0.4454250336,0.0000000000,0.0000000000,0.0000000000,0.2004717886,0.0000000000,0.0000000000,0.0116271665,0.0000000000,0.0000000000,0.0020929372,0.0341494158,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0747397617,0.0852180570,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0484315157,0.0502024293,0.0043277550,0.0013621324,0.0000000000,0.0000000000,0.0028326844,0.0029763391,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015606979,0.0014026840,0.0013158433,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2646991014,0.0086056143,-0.0155285317,-0.2780629396,0.0086085014,-0.0157625228
21:22:28:28.441,61,0.0000000000,0.0134530505,0.0000000000,0.3526011705,0.0000000000,0.0000000000,0.2025795579,0.0000000000,0.0115859592,0.4458617866,0.0000000000,0.0000000000,0.0000000000,0.2042051405,0.0000000000,0.0000000000,0.0116802538,0.0000000000,0.0000000000,0.0020716379,0.0344853923,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0750451908,0.0854981244,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0485818684,0.0503393970,0.0043319124,0.0013449561,0.0000000000,0.0000000000,0.0028337725,0.0029735141,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015955300,0.0013671368,0.0013098376,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2649556100,0.0088018812,-0.0155975800,-0.2783232927,0.0088047907,-0.0158195533
21:22:28:29.443,61,0.0000000000,0.0129150096,0.0000000000,0.3533625007,0.0000000000,0.0000000000,0.2048293650,0.0000000000,0.0110539738,0.4466142654,0.0000000000,0.0000000000,0.0000000000,0.2064709812,0.0000000000,0.0000000000,0.0117229261,0.0000000000,0.0000000000,0.0020253782,0.0345753171,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0751533657,0.0855951905,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0485315397,0.0503136553,0.0042894026,0.0012874912,0.0000000000,0.0000000000,0.0028237035,0.0029592940,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016031031,0.0013409376,0.0013075065,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2654076517,0.0084991679,-0.0155390613,-0.2787914276,0.0085020550,-0.0157816745
21:22:28:30.444,61,0.0000000000,0.0100193135,0.0000000000,0.3550635278,0.0000000000,0.0000000000,0.2058598995,0.0000000000,0.0082002077,0.4482722878,0.0000000000,0.0000000000,0.0000000000,0.2075067759,0.0000000000,0.0000000000,0.0117893843,0.0000000000,0.0000000000,0.0019257143,0.0342285745,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0749071315,0.0853510648,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0480810925,0.0499626249,0.0041676797,0.0011564603,0.0000000000,0.0000000000,0.0027789546,0.0029134937,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015602203,0.0013215274,0.0013043371,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2664187253,0.0068506375,-0.0151360352,-0.2798489630,0.0068533495,-0.0154871270
21:22:28:31.446,61,0.0000000000,0.0028992521,0.0000000000,0.3567151427,0.0000000000,0.0000000000,0.2065739334,0.0000000000,0.0011934146,0.4498205185,0.0000000000,0.0000000000,0.0000000000,0.2082258165,0.0000000000,0.0000000000,0.0118924184,0.0000000000,0.0000000000,0.0018183897,0.0337587930,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0744744688,0.0849625841,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0475111045,0.0495293848,0.0040194732,0.0010021048,0.0000000000,0.0000000000,0.0027226438,0.0028570034,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015053051,0.0013385925,0.0013375200,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2673993409,0.0027759410,-0.0140489358,-0.2809037864,0.0027782395,-0.0146637401
21:22:28:32.447,61,0.0000000000,0.0000000000,0.0000000000,0.3562681079,0.0000000000,0.0000000000,0.2068508416,0.0000000000,0.0000000000,0.4493857026,0.0000000000,0.0000000000,0.0000000000,0.2085029185,0.0000000000,0.0000000000,0.0119508859,0.0000000000,0.0000000000,0.0015813424,0.0307601970,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0671374202,0.0789635703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0451061800,0.0484661125,0.0037934536,0.0007792372,0.0000000000,0.0000000000,0.0026213378,0.0027530962,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013910427,0.0013188500,0.0013204309,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2671844959,-0.0003886968,-0.0131528107,-0.2806653976,-0.0003867075,-0.0139670800
21:22:28:33.449,61,0.0000000000,0.0000000000,0.0000000000,0.3002302647,0.0000000000,0.0000000000,0.2033509016,0.0000000000,0.0000000000,0.3948041797,0.0000000000,0.0000000000,0.0000000000,0.2048061341,0.0000000000,0.0000000000,0.0120298453,0.0000000000,0.0000000000,0.0012448280,0.0208962914,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0449256636,0.0582808927,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0394303463,0.0448194370,0.0034874594,0.0004860563,0.0000000000,0.0000000000,0.0025025117,0.0026316526,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012006187,0.0013365204,0.0013049591,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2348425537,-0.0109367222,-0.0089756073,-0.2465576231,-0.0109353922,-0.0103702815
21:22:28:34.450,61,0.0000000000,0.0036481456,0.0000000000,0.0626065806,0.0000000000,0.0000000000,0.1916277111,0.0000000000,0.0029680817,0.1601905823,0.0000000000,0.0000000000,0.0000000000,0.1925555170,0.0000000000,0.0000000000,0.0121325618,0.0000000000,0.0000000000,0.0009284726,0.0164789855,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0281614345,0.0403222516,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0362020172,0.0413936526,0.0032858420,0.0002958968,0.0000000000,0.0000000000,0.0024303533,0.0025531098,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010254862,0.0015295856,0.0013688290,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.0952235237,0.0019786581,-0.0050019678,-0.1014884710,0.0019825622,-0.0051860437
21:22:28:35.452,61,0.0000000000,0.0211596265,0.0600394122,0.0000000000,0.0000000000,0.0000000000,0.1702132523,0.0000000000,0.0214705188,0.0000000000,0.0352224633,0.0000000000,0.0000000000,0.1706881970,0.0000000000,0.0000000000,0.0122794677,0.0000000000,0.0000000000,0.0007177662,0.0139224213,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0306428634,0.0339399502,0.0031256906,0.0001554708,0.0000000000,0.0000000000,0.0024534282,0.0025684643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008170984,0.0019864130,0.0015826552,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.0370654799,0.0120439827,0.0021253852,0.0327648744,0.0120498389,0.0028046868
21:22:28:36.453,61,0.0000000000,0.0220345128,0.2065855265,0.0000000000,0.0000000000,0.0000000000,0.1495179683,0.0000000000,0.0230214801,0.0000000000,0.1676240563,0.0000000000,0.0000000000,0.1497661769,0.0000000000,0.0000000000,0.0125147616,0.0000000000,0.0000000000,0.0008503085,0.0129893506,0.0000000000,0.0000000000,0.0292139705,0.0314574726,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0284405388,0.0299617350,0.0031958825,0.0002418125,0.0000000000,0.0000000000,0.0026301881,0.0027445846,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006744195,0.0043011671,0.0021095863,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1177816391,0.0132308938,0.0072747562,0.1128341407,0.0132371746,0.0079672048
21:22:28:37.455,61,0.0000000000,0.0239310656,0.2846683860,0.0000000000,0.0000000000,0.0000000000,0.1418991536,0.0000000000,0.0252996758,0.0000000000,0.2386464775,0.0000000000,0.0000000000,0.1420453787,0.0000000000,0.0000000000,0.0128647676,0.0000000000,0.0013321904,0.0042147059,0.0184213780,0.0000000000,0.0000000000,0.0496169515,0.0547057949,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0274279807,0.0275731552,0.0036499023,0.0007056560,0.0000000000,0.0000000000,0.0029860272,0.0031108838,0.0000000000,0.0000000000,0.0081375679,0.0000000000,0.0000000000,0.0006869162,0.0140861338,0.0070069819,0.0000000000,0.0034756360,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1610668451,0.0148654319,0.0102449544,0.1554816216,0.0148720630,0.0109849293
21:22:28:38.456,61,0.0000000000,0.0218437761,0.2870837748,0.0000000000,0.0000000000,0.0000000000,0.1382536292,0.0000000000,0.0231958870,0.0000000000,0.2407617271,0.0000000000,0.0000000000,0.1383493394,0.0000000000,0.0000000000,0.0138069410,0.0154595068,0.0237698797,0.0231334139,0.0321503840,0.0000000000,0.0000000000,0.0745337903,0.0757400095,0.0000000000,0.0000000000,0.0010514720,0.0023123985,0.0000000000,0.0095117800,0.0061090314,0.0000000000,0.0277388468,0.0262449309,0.0067466018,0.0035582741,0.0202483460,0.0154912332,0.0041029793,0.0042590499,0.0087693008,0.0073391800,0.0267051440,0.0000000000,0.0000000000,0.0008640476,0.0334861577,0.0213171411,0.0092290053,0.0174168348,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1623674035,0.0136857219,0.0101556806,0.1568177193,0.0136922710,0.0108114444
21:22:28:39.458,61,0.0000000000,0.0245638527,0.2774500251,0.0000000000,0.0000000000,0.0000000000,0.1364979148,0.0000000000,0.0259092003,0.0000000000,0.2318923175,0.0000000000,0.0000000000,0.1365672946,0.0028003631,0.0000000000,0.0239891149,0.0496766306,0.0704031661,0.1173677444,0.0555388443,0.0000000000,0.0000000000,0.1290464103,0.1208431572,0.0000000000,0.0000000000,0.0142426882,0.0154443495,0.0339628905,0.0505620651,0.0125325182,0.0008702055,0.0440360904,0.0268629603,0.0142677147,0.0102461865,0.1096335202,0.1033430696,0.0412247814,0.0409047678,0.0457940102,0.0443873890,0.0549772419,0.0000000000,0.0000000000,0.0011873157,0.0750268102,0.0532448292,0.0354473069,0.0480685867,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1569465846,0.0151717402,0.0100221848,0.1515330523,0.0151784234,0.0107987560
21:22:28:40.460,61,0.0000000000,0.0273865908,0.2791205943,0.0000000000,0.0000000000,0.0000000000,0.1368280798,0.0000000000,0.0287782364,0.0000000000,0.2333217114,0.0000000000,0.0000000000,0.1368912458,0.0068039061,0.0000000000,0.0315949693,0.0602641329,0.0840897039,0.1407956481,0.0623087585,0.0000000000,0.0000000000,0.1544919610,0.1423616707,0.0000000000,0.0000000000,0.0209974237,0.0218210500,0.0459111594,0.0631463379,0.0156271998,0.0036947869,0.0485929511,0.0274332389,0.0170269068,0.0127597256,0.1351755857,0.1282742471,0.0513726324,0.0508812591,0.0619113296,0.0605226383,0.0651879460,0.0000000000,0.0000000000,0.0014648751,0.0877550840,0.0635172352,0.0436372571,0.0574164353,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1578027308,0.0168045275,0.0103101712,0.1524232328,0.0168114342,0.0112068141
21:22:28:41.461,61,0.0000000000,0.0283322446,0.2754969001,0.0000000000,0.0000000000,0.0000000000,0.1408190429,0.0000000000,0.0297225919,0.0000000000,0.2296609133,0.0000000000,0.0000000000,0.1408892572,0.0099779451,0.0000000000,0.0386825912,0.0669464394,0.0905156732,0.1454882175,0.0610384308,0.0000000000,0.0000000000,0.1702357382,0.1553498805,0.0000000000,0.0000000000,0.0250593368,0.0254562460,0.0520589910,0.0696374923,0.0174038671,0.0056275954,0.0505207255,0.0277833436,0.0185626727,0.0141745256,0.1488933265,0.1416976005,0.0569768287,0.0563450605,0.0708983615,0.0695425794,0.0734847859,0.0000000000,0.0000000000,0.0016638160,0.0948080271,0.0696811378,0.0480871685,0.0622402392,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1555665284,0.0173177905,0.0102333194,0.1504361778,0.0173248611,0.0111856600
21:22:28:42.463,61,0.0000000000,0.0267421789,0.2694427073,0.0000000000,0.0000000000,0.0000000000,0.1597527564,0.0000000000,0.0280841701,0.0000000000,0.2239816934,0.0000000000,0.0000000000,0.1598222554,0.0123470277,0.0000000000,0.0434283204,0.0706199333,0.0910367370,0.1414004862,0.0530517697,0.0000000000,0.0000000000,0.1788753122,0.1636473536,0.0000000000,0.0000000000,0.0275360066,0.0275828857,0.0552592762,0.0730312094,0.0185049865,0.0069064703,0.0505984686,0.0279715974,0.0193753876,0.0149459541,0.1567120999,0.1496677995,0.0600861795,0.0593456887,0.0762264803,0.0749919042,0.0781637579,0.0000000000,0.0000000000,0.0017782112,0.0985975936,0.0729966983,0.0504031479,0.0644979179,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1521136314,0.0163581558,0.0098705413,0.1471416503,0.0163651593,0.0107661216
21:22:28:43.464,61,0.0000000000,0.0263016056,0.2602598965,0.0000000000,0.0000000000,0.0000000000,0.1660798937,0.0000000000,0.0275949314,0.0000000000,0.2155381888,0.0000000000,0.0000000000,0.1661438942,0.0137258638,0.0000000000,0.0457396954,0.0723430663,0.0894050896,0.1368083209,0.0507094376,0.0000000000,0.0000000000,0.1842744946,0.1690457761,0.0000000000,0.0000000000,0.0289898645,0.0288790148,0.0567621887,0.0745935813,0.0192364044,0.0078394841,0.0506240726,0.0282967798,0.0199604426,0.0155225527,0.1606512964,0.1536286622,0.0617363080,0.0609081127,0.0844525620,0.0834440663,0.0819027945,0.0000000000,0.0000000000,0.0019024713,0.1006625742,0.0749398693,0.0516304187,0.0654968172,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1469696164,0.0160352550,0.0094877491,0.1421287060,0.0160422362,0.0103723817
21:22:28:44.466,61,0.0000000000,0.0269531365,0.2536520660,0.0000000000,0.0000000000,0.0000000000,0.1697617620,0.0000000000,0.0282221045,0.0000000000,0.2096335590,0.0000000000,0.0000000000,0.1698188484,0.0146003542,0.0000000000,0.0470965691,0.0725870356,0.0868627056,0.1281191260,0.0494728126,0.0000000000,0.0000000000,0.1945629567,0.1769106537,0.0000000000,0.0000000000,0.0298615731,0.0296506025,0.0571699329,0.0749904886,0.0197666790,0.0085151102,0.0506983884,0.0287525151,0.0204330664,0.0160094444,0.1624128222,0.1553571969,0.0625619069,0.0616227873,0.1046253815,0.1037478521,0.0839173421,0.0000000000,0.0000000000,0.0020392961,0.1017466038,0.0760616139,0.0523402020,0.0658738688,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1433676332,0.0163585432,0.0092918510,0.1385140717,0.0163655095,0.0102021797
21:22:28:45.467,61,0.0000000000,0.0281256530,0.2558028996,0.0000000000,0.0000000000,0.0029730077,0.1718353480,0.0000000000,0.0294196270,0.0000000000,0.2115763128,0.0000000000,0.0027643552,0.1718892008,0.0151869385,0.0000000000,0.0479980484,0.0701996088,0.0830669105,0.1184316874,0.0488540344,0.0000000000,0.0000000000,0.2019292414,0.1810650676,0.0000000000,0.0000000000,0.0303400643,0.0300527252,0.0569717214,0.0747952014,0.0203486793,0.0089966580,0.0510483980,0.0293745324,0.0208554640,0.0164533034,0.1630394906,0.1558909118,0.0629695952,0.0618777201,0.1560659707,0.1551925987,0.0905897766,0.0000000000,0.0000000000,0.0021625576,0.1025832593,0.0769256651,0.0528909750,0.0660336688,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1445459723,0.0170456506,0.0094586145,0.1396801174,0.0170526765,0.0104175918
21:22:28:46.469,61,0.0000000000,0.0286916848,0.2495119274,0.0000000000,0.0000000000,0.0052044778,0.1725373119,0.0000000000,0.0299634114,0.0000000000,0.2057033032,0.0000000000,0.0050089210,0.1725896597,0.0156334452,0.0000000000,0.0485268943,0.0681902170,0.0809714645,0.1111266464,0.0486163460,0.0000000000,0.0000000000,0.2050286978,0.1829584688,0.0000000000,0.0000000000,0.0306064710,0.0302596409,0.0563202836,0.0740700811,0.0211602096,0.0093883229,0.0514874309,0.0299475901,0.0212141611,0.0168462135,0.1626048684,0.1547322720,0.0629836395,0.0617616512,0.2034731358,0.2026454061,0.0962150693,0.0000000000,0.0000000000,0.0022512753,0.1031259149,0.0775670707,0.0533780567,0.0661188737,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1409639120,0.0173220001,0.0092536863,0.1362394542,0.0173291080,0.0102451444
21:22:28:47.470,61,0.0000000000,0.0288283713,0.2395245880,0.0000000000,0.0000000000,0.0067627644,0.1730980128,0.0000000000,0.0300543606,0.0000000000,0.1964641362,0.0000000000,0.0065777190,0.1731489301,0.0159883648,0.0000000000,0.0488017984,0.0670172349,0.0797171071,0.1037293524,0.0482769608,0.0000000000,0.0000000000,0.2067549080,0.1841215342,0.0000000000,0.0000000000,0.0307653137,0.0303694531,0.0556701981,0.0733654946,0.0224742070,0.0097498009,0.0515500121,0.0301437248,0.0213759318,0.0170614049,0.1621409953,0.1540369391,0.0626004189,0.0612850823,0.2199065238,0.2191011459,0.0996453390,0.0000000000,0.0000000000,0.0022803608,0.1033616364,0.0779656470,0.0536118969,0.0659344345,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1353324801,0.0173264034,0.0088756960,0.1307829916,0.0173335113,0.0098834289
21:22:28:48.472,61,0.0000000000,0.0286124032,0.2347973883,0.0000000000,0.0000000000,0.0077982489,0.1732947379,0.0000000000,0.0298132896,0.0000000000,0.1921035200,0.0000000000,0.0076190820,0.1733429283,0.0162339360,0.0000000000,0.0488260686,0.0659852847,0.0787572861,0.0985153690,0.0478822961,0.0000000000,0.0000000000,0.2076255083,0.1849241108,0.0000000000,0.0000000000,0.0308011901,0.0303932540,0.0547736920,0.0721787885,0.0233192295,0.0100554172,0.0512905754,0.0300797187,0.0213986598,0.0171446279,0.1616046727,0.1533672661,0.0620306171,0.0606060438,0.2281062901,0.2273156792,0.1013350934,0.0000000000,0.0000000000,0.0022577154,0.1032733023,0.0780918151,0.0536063425,0.0655200109,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1326759011,0.0171689130,0.0086785508,0.1282023937,0.0171760358,0.0096816998
21:22:28:49.473,61,0.0000000000,0.0314221606,0.2293650806,0.0000000000,0.0000000000,0.0080900211,0.1775211692,0.0000000000,0.0326290913,0.0000000000,0.1870966852,0.0000000000,0.0079160146,0.1775616109,0.0163654592,0.0000000000,0.0486758389,0.0645035282,0.0779030398,0.0949899331,0.0475072786,0.0000000000,0.0000000000,0.2079737931,0.1854689419,0.0000000000,0.0000000000,0.0307252705,0.0303117596,0.0539081320,0.0709384680,0.0240544230,0.0102725578,0.0508930832,0.0298508909,0.0212776847,0.0170930326,0.1605065316,0.1519429833,0.0609779172,0.0593560189,0.2243735939,0.2236441374,0.1034822762,0.0000000000,0.0000000000,0.0022165461,0.1028300449,0.0779061839,0.0532840006,0.0642722994,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1296120882,0.0187337212,0.0086517660,0.1252148151,0.0187409706,0.0097779538
21:22:28:50.475,61,0.0000000000,0.0320631377,0.2237556726,0.0000000000,0.0000000000,0.0081069395,0.1984299123,0.0000000000,0.0332486480,0.0000000000,0.1820635945,0.0000000000,0.0079374909,0.1984591484,0.0164310466,0.0000000000,0.0483591929,0.0621662214,0.0769887939,0.0919311196,0.0472164601,0.0000000000,0.0000000000,0.2073079795,0.1858684570,0.0000000000,0.0000000000,0.0306143370,0.0301997960,0.0531403422,0.0700158477,0.0256674979,0.0104711894,0.0506479293,0.0295899175,0.0211390220,0.0170336980,0.1529801935,0.1458152235,0.0578596145,0.0566249490,0.2159807533,0.2153726369,0.1103665754,0.0000000000,0.0000000000,0.0022119973,0.1014378369,0.0775334612,0.0526977330,0.0619652122,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1265421808,0.0190592073,0.0084770592,0.1221464723,0.0190664716,0.0096296957
21:22:28:51.477,61,0.0000000000,0.0311458744,0.2223876715,0.0000000000,0.0000000000,0.0081539834,0.2102874517,0.0000000000,0.0323139653,0.0000000000,0.1808669865,0.0000000000,0.0079878233,0.2103231698,0.0164297801,0.0000000000,0.0479394086,0.0597676672,0.0752744451,0.0858627707,0.0468186997,0.0000000000,0.0000000000,0.2073030472,0.1892357618,0.0000000000,0.0000000000,0.0305609964,0.0301436316,0.0521546118,0.0687497556,0.0269351453,0.0106566260,0.0504369587,0.0293309167,0.0210314188,0.0169989336,0.1440852880,0.1381241977,0.0548952930,0.0538929589,0.2122088522,0.2116388381,0.1120985821,0.0000000000,0.0000000000,0.0022143589,0.1000662819,0.0770987049,0.0521839969,0.0607780442,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1258169711,0.0185264535,0.0083681047,0.1214058250,0.0185336582,0.0094807912
21:22:28:52.478,61,0.0000000000,0.0305762216,0.2221560031,0.0000000000,0.0000000000,0.0080826655,0.2155822068,0.0000000000,0.0317367055,0.0000000000,0.1806808263,0.0000000000,0.0079195257,0.2156228423,0.0163801927,0.0000000000,0.0473935269,0.0572972372,0.0727300048,0.0801252350,0.0464376993,0.0000000000,0.0000000000,0.2078363746,0.1958578676,0.0000000000,0.0000000000,0.0305408742,0.0301252399,0.0507454053,0.0671106875,0.0278936606,0.0107967751,0.0504489206,0.0292005744,0.0210037474,0.0170364063,0.1361260563,0.1300703883,0.0526344143,0.0516959466,0.2105598152,0.2100059986,0.1117809489,0.0000000000,0.0000000000,0.0022333984,0.0991081819,0.0766604319,0.0518032573,0.0599484146,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1257059723,0.0182000287,0.0083244611,0.1212833375,0.0182071738,0.0094122915
